what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959401038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338959401763
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338959405969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959407529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959407749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338959421046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959422643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338959438195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959439271
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338959442157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959443357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959443571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338959445090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959459885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959482105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338959496275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338959502073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338959502537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959603644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959633001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959634785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338959637104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959637808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959639719
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338959641809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959642926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959643138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338959648517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338959660988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338959668042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338959673323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338959700202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338959723202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338959724178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338959732294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959735847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338959993966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338959997631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960031979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960209628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338960214114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960215099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960290299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960303373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960304353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960309228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960310146
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338960313350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960314623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960346227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960357100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960358682
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338960360237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960367616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960404636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960406340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960406933
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338960410513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338960414713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960416148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960416788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960417661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960418423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960421171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960554629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338960557999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960571271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960581626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960582732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960593230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960595972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338960642824
